landmark_id,landmark_name,answer
32276,Cat Ba,"Detail: A stunning coastal landscape featuring limestone karst mountains rising from emerald waters and a busy harbor filled with fishing boats. The architecture includes a mix of modern hotels, beachfront resorts, and floating wooden houses. | Answer: Cat Ba"
33080,Prenn Waterfall,"Detail: A wide waterfall where water cascades like a white curtain over a low cliff, allowing visitors to walk behind the fall. The site is decorated with flower gardens and animal statues in a recreational park setting. | Answer: Prenn Waterfall"
34266,Tomb of Emperor Minh Mạng,"Detail: A grand royal tomb designed with perfect symmetry along a central axis, featuring grand stone gates and red-lacquered bridges over lotus ponds. The architecture is majestic, set within a vast forest and lake environment. | Answer: Tomb of Emperor Minh Mạng"
34387,Times City,Detail: A large-scale modern urban complex featuring rows of tall white apartment buildings and a vast underground shopping mall. The architecture is highlighted by a grand musical fountain square and lush green parkways. | Answer: Times City
34610,Ha Tien Islands,Detail: A peaceful archipelago featuring small green islands and white sandy beaches. The architecture includes simple coastal wooden huts and small stone temples located on rocky outcrops overlooking the sea. | Answer: Ha Tien Islands
35438,Thu Thiem Tunnel,Detail: A modern underwater road tunnel with large concrete entrance portals and bright lighting systems. The exterior is characterized by green parklands and modern ventilation towers rising above the riverbank. | Answer: Thu Thiem Tunnel
35484,Tram Chim National Park,Detail: A vast wetland plain dominated by tall grasses and narrow water canals used for wooden boat tours. The landscape features simple wooden lookout platforms and eco-lodges with thatched roofs for bird watchers. | Answer: Tram Chim National Park
35573,Saigon Central Post Office,"Detail: A magnificent French colonial building with a yellow facade and grand arched windows. The interior is famous for its high vaulted ceiling, old maps painted on the walls, and a large portrait of Ho Chi Minh. | Answer: Saigon Central Post Office"
35734,Saigon Zoo and Botanical Gardens,"Detail: A lush urban park featuring colonial-era animal enclosures made of brick and iron, alongside modern glass-walled greenhouses. The architecture includes traditional gazebos and winding stone paths among ancient trees. | Answer: Saigon Zoo and Botanical Gardens"
36336,Voi Waterfall,"Detail: A rugged and powerful waterfall cascading over massive boulders into a misty gorge. The natural site features a large cave behind the falling water and steep, slippery stone steps for visitors. | Answer: Voi Waterfall"
37461,National Museum of Vietnamese History,"Detail: A grand building with yellow walls and a large octagonal central hall topped with a tiered roof. The architecture is a prime example of the Indochina style, featuring high-arched entryways and decorative stone carvings. | Answer: National Museum of Vietnamese History"
40430,Cuc Phuong National Park,Detail: A dense rainforest area featuring rustic wooden research centers and simple stone cottages for guests. The park architecture includes an endangered primate rescue center with large mesh enclosures and bamboo structures. | Answer: Cuc Phuong National Park
40463,Dai Nam Van Hien,"Detail: A massive theme park complex featuring gold-plated temples, a man-made mountain range, and a giant zoo. The architecture is characterized by oversized traditional gates and vibrant, colorful statues of mythical figures. | Answer: Dai Nam Van Hien"
4125,Bitexco Financial Tower,Detail: An iconic lotus-shaped skyscraper with a sleek glass facade and a prominent circular helipad protruding from its side. Its modern design dominates the city skyline with a tapering vertical silhouette. | Answer: Bitexco Financial Tower
41376,Da Lat Market,Detail: A busy multi-story market building with a distinct Brutalist architecture featuring concrete stairs and a bridge connecting to the hilltop. The exterior is often surrounded by thousands of colorful flower stalls and produce. | Answer: Da Lat Market
44226,Hàng Đẫy Stadium,Detail: A historic concrete stadium with a low-rise grandstand and high-intensity floodlights. The exterior features weathered concrete walls and large entry gates leading to a vibrant pitch in the heart of the city. | Answer: Hàng Đẫy Stadium
44280,Tràng Tiền Plaza,"Detail: A luxury shopping mall with a French neoclassical facade featuring white columns and golden trim. The architecture is grand and symmetrical, located on a prominent corner near the city's historic theater. | Answer: Tràng Tiền Plaza"
44895,Hanoi Opera House,"Detail: A majestic building inspired by the Palais Garnier, featuring a yellow and white facade with classical columns and a slate-tiled roof. The architecture is highly ornate with arched balconies and a grand ceremonial staircase. | Answer: Hanoi Opera House"
44907,Saigon Centre,"Detail: A modern glass-clad skyscraper complex housing a luxury shopping mall and office towers. The architecture is sleek and contemporary, featuring large digital displays and a bright, multi-story atrium interior. | Answer: Saigon Centre"
45282,Tam Coc,Detail: A breathtaking natural landscape featuring a winding river through rice paddies and massive limestone karst mountains. The area is dotted with small ancient stone temples and caves accessible only by small wooden boats. | Answer: Tam Coc
46072,Vietcombank Tower,"Detail: A prominent glass skyscraper with a sleek, rectangular design and a distinctive setback near the top. Its modern facade reflects the surrounding urban landscape and features high-transparency glass panels. | Answer: Vietcombank Tower"
46328,Basilica of Phu Nhai,"Detail: A majestic Gothic revival cathedral featuring two towering spires and a facade decorated with intricate white carvings. The architecture is grand with pointed arches and large stained-glass windows, standing as a landmark of the region. | Answer: Basilica of Phu Nhai"
46540,Chùa Huê Nghiêm,"Detail: A modern Buddhist temple complex featuring a tall multi-story pagoda and expansive stone courtyards. The architecture is characterized by its clean lines, traditional tiled roofs, and numerous serene Buddha statues. | Answer: Chùa Huê Nghiêm"
47137,Domaine de Marie,"Detail: A charming pink-colored convent complex built with a blend of French colonial and local ethnic architectural styles. It features steep tiled roofs and a facade made of dark pink bricks, surrounded by beautifully landscaped gardens. | Answer: Domaine de Marie"
48766,Cat Ba National Park,Detail: A vast conservation area featuring rugged limestone karst hills and dense tropical forests. The architecture in the park consists of simple wooden trekking centers and lookout towers designed to blend with the natural environment. | Answer: Cat Ba National Park
49144,Ba Na Hills,"Detail: A high-altitude resort complex famous for its French Village architecture with stone castles and cobblestone streets. The site is anchored by the iconic Golden Bridge, a curved golden walkway held by two giant stone hands. | Answer: Ba Na Hills"
4958,"Ba Đình Square, Hanoi","Detail: A grand historic parade ground featuring a vast open lawn divided into green grass squares. The area is framed by monumental buildings, including the austere grey granite mausoleum and the modern National Assembly house. | Answer: Ba Đình Square, Hanoi"
4986,Tien Chau Pagoda,Detail: An elegant traditional temple featuring red-tiled roofs and intricately carved wooden interiors. The architecture is characterized by its peaceful riverside location and a courtyard filled with ancient ornamental plants. | Answer: Tien Chau Pagoda
50819,Christ of Vung Tau,"Detail: A massive white concrete statue of Jesus standing with outstretched arms on a mountain peak. The statue sits on a robust pedestal decorated with reliefs, and visitors can climb an internal spiral staircase to the shoulders. | Answer: Christ of Vung Tau"
51050,Ho Chi Minh Museum,"Detail: A modern building designed in the shape of a white lotus flower, featuring grand concrete walls and symmetrical wings. The interior architecture focuses on large, open exhibition halls with high ceilings and symbolic lighting. | Answer: Ho Chi Minh Museum"
51494,"Bao Dai Villa, Nha Trang","Detail: A group of five colonial-style villas situated on a lush hill overlooking the sea, featuring yellow walls and red roofs. The architecture is simple yet elegant, designed to capture sea breezes with large balconies and louvered windows. | Answer: Bao Dai Villa, Nha Trang"
51698,Cổ Pháp Pagoda,"Detail: A peaceful Buddhist site with traditional northern Vietnamese architecture, featuring low-slung tiled roofs and dark wooden columns. The complex is surrounded by brick walls and features several ancient stupas in its gardens. | Answer: Cổ Pháp Pagoda"
51835,Museum of Ho Chi Minh City,"Detail: A grand neoclassical palace featuring a cream facade, classical columns, and elaborate pediment carvings. The architecture includes wide ceremonial staircases and spacious galleries with high ceilings and wooden shutters. | Answer: Museum of Ho Chi Minh City"
52015,Hoa Binh Dam,"Detail: A massive concrete and rock-fill dam spanning a wide river valley, anchored by a series of high-capacity spillways. The site features an underground powerhouse and a monumental statue on the hillside overlooking the reservoir. | Answer: Hoa Binh Dam"
52885,Kê Gà Lighthouse,"Detail: A tall octagonal tower built with sturdy granite blocks, located on a rocky island near the coast. The architecture is characterized by its historic stone masonry and a circular glass lantern room that offers a 360-degree view. | Answer: Kê Gà Lighthouse"
54989,Vạn Niên Pagoda,Detail: An ancient temple complex featuring a series of wooden halls with weathered tiled roofs and intricate carvings of dragons. The site is famous for its tranquil atmosphere and a large emerald Buddha statue housed in a dedicated sanctuary. | Answer: Vạn Niên Pagoda
55647,Hanoi Museum,"Detail: A striking modern building designed as an inverted pyramid, with each higher floor extending further than the one below. The glass and steel facade is surrounded by a large park with water features and outdoor displays. | Answer: Hanoi Museum"
58737,Bằng An,"Detail: An ancient Cham brick tower featuring a unique octagonal base and a tiered pyramidal roof. The weathered red brick structure stands solitary in a grassy field, showcasing sophisticated ancient masonry. | Answer: Bằng An"
58815,"Golden Valley, Da Lat","Detail: A picturesque landscape featuring pine forests, colorful flower gardens, and a calm lake with wooden bridges. The architecture in the park includes small gazebos and rustic stone pathways that harmonize with the hilly terrain. | Answer: Golden Valley, Da Lat"
60036,Thống Nhất Stadium,"Detail: A classic concrete sports stadium with a large grandstand and high-intensity floodlight towers. The architecture is functional, with multiple entry gates and a large grass pitch used for national and international matches. | Answer: Thống Nhất Stadium"
60252,My Thuan Bridge,"Detail: A majestic cable-stayed bridge featuring two tall H-shaped pylons and a fan-like arrangement of yellow stay cables. Its modern deck spans the wide Mekong river with long, sweeping approach ramps. | Answer: My Thuan Bridge"
60719,Tuyen Lam Lake,Detail: A large man-made reservoir surrounded by pine-covered mountains and modern lakeside resorts. The area features a mix of traditional Buddhist monastery architecture and contemporary wooden villas integrated into the forest. | Answer: Tuyen Lam Lake
62292,Vĩnh Tế Canal,"Detail: A historic man-made waterway stretching across a flat agricultural landscape, lined with simple riverside houses on stilts. The ""architecture"" of the site is defined by its long, straight banks and floating wooden boats. | Answer: Vĩnh Tế Canal"
62708,Hai Van Pass,Detail: A winding mountain road featuring dramatic stone cliffs and historic brick fortifications at the summit. The architecture includes ancient gates with arched openings and modern lookout platforms overlooking the sea. | Answer: Hai Van Pass
62827,Jeanne d'Arc Church (Ho Chi Minh City),"Detail: A Gothic-style Catholic church with a light yellow facade and a tall pointed bell tower. The architecture features pointed-arch windows and decorative stone carvings, set within a quiet courtyard in a busy district. | Answer: Jeanne d'Arc Church (Ho Chi Minh City)"
66659,Hoàng Liên Sơn mountain range,"Detail: A dramatic natural landscape featuring high jagged peaks, deep valleys, and terraced rice fields. The area includes simple ethnic wooden stilt houses and modern glass-walled cable car stations at high altitudes. | Answer: Hoàng Liên Sơn mountain range"
66988,Vinh Nghiem Temple,Detail: A large modern Buddhist complex featuring a tall seven-story pagoda and a grand main hall with traditional tiered roofs. The architecture uses reinforced concrete but maintains classic Vietnamese temple lines and motifs. | Answer: Vinh Nghiem Temple
67114,Bai Dinh Pagoda,"Detail: A massive complex of Buddhist structures featuring huge gilded statues and long corridors with hundreds of stone Arhats. The architecture is grand and imposing, with dark brown tiled roofs and expansive stone courtyards. | Answer: Bai Dinh Pagoda"
69727,Da Nang Cathedral,"Detail: A Gothic-style church painted in a distinctive light pink color, featuring a tall bell tower topped with a rooster weathercock. The architecture includes pointed arches, stained-glass windows, and a peaceful grotto. | Answer: Da Nang Cathedral"
71126,Ho Chi Minh City Museum of Fine Arts,"Detail: A group of three historic French colonial buildings featuring yellow walls, white trim, and elegant balconies. The architecture includes high ceilings, patterned tile floors, and a grand central courtyard. | Answer: Ho Chi Minh City Museum of Fine Arts"
71489,Hoi Khanh Temple,Detail: A traditional Buddhist temple famous for its 52-meter long reclining Buddha statue on the roof. The architecture features dark wooden halls with intricate carvings and several ancient multi-story stupas. | Answer: Hoi Khanh Temple
72275,Temple of the Jade Mountain,"Detail: A historic temple situated on a small island in a lake, accessible via a bright red-painted wooden bridge. The architecture is traditional Vietnamese with red-tiled roofs, stone pillars, and ornate ceremonial gates. | Answer: Temple of the Jade Mountain"
73161,Han River Bridge,Detail: A unique swing bridge featuring a central pylon and stay cables that can rotate 90 degrees to allow ships to pass. Its modern design includes colorful night lighting and sleek concrete approach lanes. | Answer: Han River Bridge
73264,Phong Nha-Ke Bang National Park,Detail: A vast karst landscape featuring spectacular limestone caves with massive stalactites and underground rivers. The site includes modern wooden walkways and visitor centers built with local stone and wood. | Answer: Phong Nha-Ke Bang National Park
73542,Ho Chi Minh Mausoleum,"Detail: A monumental grey granite building with a square, somber design and a flat roof supported by heavy columns. It stands at the center of a grand square, reflecting an austere and powerful architectural style. | Answer: Ho Chi Minh Mausoleum"
75786,Church of Our Lady of La Vang,Detail: A major Catholic pilgrimage site featuring a modern open-air sanctuary with large white concrete canopies. The area includes the ruins of an ancient brick bell tower and beautifully landscaped gardens. | Answer: Church of Our Lady of La Vang
76871,Perfume Pagoda,"Detail: A vast complex of Buddhist temples built into a limestone mountain, featuring a main sanctuary located inside a giant cave. The architecture includes traditional wooden gates and steep stone steps winding through the forest. | Answer: Perfume Pagoda"
78442,"1-5 Square, Hanoi","Detail: A large urban square featuring a central monument and a wide paved area for public gatherings. The architecture is defined by the surrounding modernist government buildings and large lighting towers. | Answer: 1-5 Square, Hanoi"
79053,InterContinental Nha Trang,"Detail: A luxury hotel with a contemporary glass facade and a sleek, curved tower design that overlooks the bay. The architecture features high-ceilinged lobbies, infinity pools, and modern balconies with sea views. | Answer: InterContinental Nha Trang"
79684,Quốc Học - Huế,Detail: A historic high school featuring a striking dark red facade with a mix of French colonial and traditional Vietnamese architectural styles. The campus is defined by its arched corridors and ancient shady trees. | Answer: Quốc Học - Huế
79723,Bich Dong Pagodas,"Detail: A series of three ancient pagodas built into the side of a limestone mountain, accessible by climbing stone stairs. The architecture is traditional with weathered tiled roofs and stone walls that blend into the rocky cliffs. | Answer: Bich Dong Pagodas"
84401,Dragon Bridge (Danang),Detail: A unique modern bridge featuring a massive steel dragon structure that spans the entire length of the deck. The dragon is equipped with thousands of LED lights and can breathe fire and water during weekend shows. | Answer: Dragon Bridge (Danang)
84676,Côn Đảo Prison,"Detail: A grim historic complex featuring thick stone walls, iron-barred cells, and narrow dark corridors. The architecture includes various prison blocks and courtyard areas used for historical educational displays. | Answer: Côn Đảo Prison"
86503,The Mieu Temple,"Detail: A grand ancestral temple in the royal citadel featuring a long wooden hall with red-lacquered pillars and yellow-tiled roofs. In the courtyard stand nine massive bronze urns, each intricately carved with traditional symbols. | Answer: The Mieu Temple"
87182,Black Virgin Mountain,Detail: A prominent solitary mountain peak featuring a large modern cable car station and numerous hillside temples. The architecture includes a giant bronze Buddha statue at the summit and several ancient caves used for worship. | Answer: Black Virgin Mountain
89775,Hang Pagoda (An Giang Province),"Detail: A hillside temple complex featuring a main sanctuary located inside a natural cave with dark, cool chambers. The architecture includes colorful external shrines and steep stone stairways overlooking the vast green plains. | Answer: Hang Pagoda (An Giang Province)"
89882,But Thap Temple,Detail: An ancient temple complex famous for its stone stupa shaped like a pen nib and its incredible wooden carvings. The architecture is characterized by its symmetrical layout and traditional northern Vietnamese tiled roofs. | Answer: But Thap Temple
90776,Chùa Giác Viên,Detail: A traditional Buddhist temple featuring a complex of wooden halls with weathered tiled roofs and red-lacquered pillars. The interior is famous for its hundreds of ancient wooden statues and decorative horizontal boards. | Answer: Chùa Giác Viên
90811,Saigon One Tower,"Detail: A tall, modern skyscraper featuring a unique glass facade with a faceted, diamond-like pattern. The architecture is defined by its high-tech appearance and its prominent position in the city's financial district. | Answer: Saigon One Tower"
91317,Quán Sứ Temple,Detail: A major Buddhist center featuring traditional northern Vietnamese architecture with dark wooden structures and yellow-tiled roofs. The temple is centered around a peaceful courtyard with ancient Bodhi trees. | Answer: Quán Sứ Temple
93380,Saigon Trade Center,Detail: An early modern skyscraper featuring a distinctive octagonal shape and a glass-and-concrete facade. The architecture is characterized by its high-rise silhouette and functionalist urban design. | Answer: Saigon Trade Center
93615,Nhat Tan Bridge,Detail: A massive cable-stayed bridge featuring five tall A-shaped pylons representing the five ancient gates of the city. Its modern design includes colorful LED lighting that changes throughout the night. | Answer: Nhat Tan Bridge
93932,Giac Lam Pagoda,"Detail: One of the oldest temples in the city, featuring a traditional three-hall layout with dark wooden beams and weathered tiled roofs. The courtyard includes a tall seven-story stupa and several ancient stone monuments. | Answer: Giac Lam Pagoda"
94769,Vinh Trang Pagoda,"Detail: A beautiful temple featuring a unique blend of Vietnamese, Chinese, and European architectural styles. The facade is decorated with colorful mosaics and the complex houses several giant white Buddha statues. | Answer: Vinh Trang Pagoda"
95547,Đan Viện Thánh Mẫu Châu Sơn Đơn Dương,"Detail: A magnificent monastery built entirely of red bricks with Gothic-inspired architecture, featuring pointed arches and tall spires. The structure is set within a peaceful valley and is surrounded by lush green mountains. | Answer: Đan Viện Thánh Mẫu Châu Sơn Đơn Dương"
97272,Linh Son Pagoda,"Detail: A serene Buddhist temple featuring a white facade and traditional tiered roofs set within a quiet garden. The architecture is simple and elegant, focusing on providing a peaceful space for meditation. | Answer: Linh Son Pagoda"
97846,Hoằng Pháp Temple,"Detail: A large-scale modern Buddhist temple complex featuring expansive paved courtyards and grand halls with red-tiled roofs. The architecture is designed to accommodate thousands of pilgrims, with modern amenities integrated into traditional designs. | Answer: Hoằng Pháp Temple"
