id,url,landmark_id,category,supercategory,hierarchical_label,natural_or_human_made,landmark_name
153f31da672bc526,https://upload.wikimedia.org/wikipedia/commons/f/ff/Clemenskirche%2C_Orgel.JPG,186463,http://commons.wikimedia.org/wiki/Category:Clemenskirche_(M%C3%BCnster),church building,church,human-made,Clemenskirche (Münster)
49dc04dc0a1b2933,https://upload.wikimedia.org/wikipedia/commons/f/f7/Rosserk_Friary_North_Range_1987_08_27.jpg,81574,http://commons.wikimedia.org/wiki/Category:Rosserk_Friary,friary,,,Rosserk Friary
41467f693c184ed0,https://upload.wikimedia.org/wikipedia/commons/e/e7/St_John_the_Baptist_church%2C_Cardiff_-_geograph.org.uk_-_1186610.jpg,120301,http://commons.wikimedia.org/wiki/Category:Saint_John_the_Baptist_church_(Cardiff),protestant church building,church,human-made,Saint John the Baptist church (Cardiff)
708b33baa3ca44c4,https://upload.wikimedia.org/wikipedia/commons/b/b8/West_Stow_Hall_1.jpg,191583,http://commons.wikimedia.org/wiki/Category:West_Stow_Anglo-Saxon_Village,archaeological open-air museum,archeological site,human-made,West Stow Anglo-Saxon Village
facf23561c81c358,https://upload.wikimedia.org/wikipedia/commons/d/d0/200806_Berlin_249.JPG,140189,http://commons.wikimedia.org/wiki/Category:Poststadion,association football venue,sports venue,human-made,Poststadion
8056a4c56deae1a0,https://upload.wikimedia.org/wikipedia/commons/4/47/Meinstockheim_St._Jakob_014.jpg,100801,http://commons.wikimedia.org/wiki/Category:Mainstockheim_St._Jakob,church building,church,human-made,Mainstockheim St. Jakob
dfe4347ee3ce2f9d,https://upload.wikimedia.org/wikipedia/commons/3/31/Georgetown_Lake%2C_Granite_County%2C_Montana_May_2017_20.jpg,116087,http://commons.wikimedia.org/wiki/Category:Georgetown_Lake_(Montana),reservoir,lake,natural,Georgetown Lake (Montana)
aabd85a6e2569e8e,https://upload.wikimedia.org/wikipedia/commons/d/d1/Flowers_in_Addo.JPG,191264,http://commons.wikimedia.org/wiki/Category:Addo_Elephant_National_Park,national park,parks,natural,Addo Elephant National Park
b03c7c1cf04696d4,https://upload.wikimedia.org/wikipedia/commons/a/a1/MAZZORBO_sign.jpg,48667,http://commons.wikimedia.org/wiki/Category:Mazzorbo,frazione,village,human-made,Mazzorbo
788ffb7163e9dcf4,https://upload.wikimedia.org/wikipedia/commons/4/4a/0060_Church_of_St_Vincent_de_Paul.jpg,182454,http://commons.wikimedia.org/wiki/Category:Church_of_St._Vincent_in_Krak%C3%B3w,church building,church,human-made,Church of St. Vincent in Kraków
06c7c4a333072d49,https://upload.wikimedia.org/wikipedia/commons/5/57/Ogilvie_Mountains_03.jpg,43293,http://commons.wikimedia.org/wiki/Category:Ogilvie_Mountains,mountain range,mountain,natural,Ogilvie Mountains
b82adcd669ff42bb,https://upload.wikimedia.org/wikipedia/commons/7/74/Yeni_cami-%C4%B0stanbul_-_panoramio.jpg,103191,http://commons.wikimedia.org/wiki/Category:New_Mosque_(Istanbul),mosque,mosque,human-made,New Mosque (Istanbul)
189be570c735db95,https://upload.wikimedia.org/wikipedia/commons/c/c8/Kemmelberg_distance.jpg,5358,http://commons.wikimedia.org/wiki/Category:Kemmelberg,hill,mountain,natural,Kemmelberg
5aa41d4366ccf0c7,http://upload.wikimedia.org/wikipedia/commons/8/8f/Nordenskirker_Hvilsager%2814%29.jpg,104367,http://commons.wikimedia.org/wiki/Category:Hvilsager_Kirke,church building,church,human-made,Hvilsager Kirke
6c082d589b7f68b0,https://upload.wikimedia.org/wikipedia/commons/e/e2/Sandflies_GeorgesRiverNationalPark.jpg,104827,http://commons.wikimedia.org/wiki/Category:Georges_River_National_Park,national park of Australia,parks,natural,Georges River National Park
16af6e83e330eec6,https://upload.wikimedia.org/wikipedia/commons/4/44/%D0%92%D0%B5%D0%BB%D0%B5%D0%BA%D0%B02.jpg,95992,http://commons.wikimedia.org/wiki/Category:Veleka,river,river,natural,Veleka
abc7e2c5e0bc29d4,https://upload.wikimedia.org/wikipedia/commons/2/29/Goodwill_Bridge10901.jpg,76691,http://commons.wikimedia.org/wiki/Category:Goodwill_Bridge,through arch bridge,bridge,human-made,Goodwill Bridge
7d8c0af6d2e81f08,https://upload.wikimedia.org/wikipedia/commons/0/05/PP_Vidoule_%282%29.jpg,152140,http://commons.wikimedia.org/wiki/Category:Vidoule,natural monument in the Czech Republic,,,Vidoule
d8779d59b8d30e7c,https://upload.wikimedia.org/wikipedia/commons/c/c6/Quan_Zuwang%27s_tomb_6.jpg,143548,http://commons.wikimedia.org/wiki/Category:Tomb_of_Quan_Zuwang,cemetery,cemetery,human-made,Tomb of Quan Zuwang
711b94e7f2906d44,https://upload.wikimedia.org/wikipedia/commons/1/11/Pa%C5%82ac_w_Chocianowie.JPG,137494,http://commons.wikimedia.org/wiki/Category:Chocian%C3%B3w_Palace,palace,palace,human-made,Chocianów Palace
27d86062fdb12e8d,https://upload.wikimedia.org/wikipedia/commons/5/5c/Mareuil_24_Entr%C3%A9e_du_ch%C3%A2teau_2014.jpg,200017,http://commons.wikimedia.org/wiki/Category:Ch%C3%A2teau_de_Mareuil,château,castle / fort,human-made,Château de Mareuil
5cb464df8c388dc2,https://upload.wikimedia.org/wikipedia/commons/f/ff/Wisteria_Lane_-_4360_Colonial_Street_%282561231943%29.jpg,155407,http://commons.wikimedia.org/wiki/Category:Colonial_Street,backlot,,,Colonial Street
b35320f257a7d702,http://upload.wikimedia.org/wikipedia/commons/a/aa/Connecticut_State_Capitol%2C_February_24%2C_2008.jpg,153742,http://commons.wikimedia.org/wiki/Category:Connecticut_State_Capitol,capitol building,,,Connecticut State Capitol
f3ee43b1251fe1f4,https://upload.wikimedia.org/wikipedia/commons/a/aa/06092jfQuezon_Commonwealth_Avenue_Old_Capitol_Site_Quezon_Cityfvf_25.JPG,161135,http://commons.wikimedia.org/wiki/Category:Circumferential_Road_5,road,road,human-made,Circumferential Road 5
2a4045e6aaee9c59,https://upload.wikimedia.org/wikipedia/commons/f/fa/27129-Bad_Elster-1938-Blick_auf_Bad_Elster-Br%C3%BCck_%26_Sohn_Kunstverlag.jpg,123168,http://commons.wikimedia.org/wiki/Category:Holy_Trinity_Church_(Bad_Elster),church building,church,human-made,Holy Trinity Church (Bad Elster)
df802e2ba5f15f65,https://upload.wikimedia.org/wikipedia/commons/c/cf/Li%C3%A8ge-Palais_Provincial_%282%29.jpg,46442,http://commons.wikimedia.org/wiki/Category:Palais_des_Princes-Ev%C3%AAques_de_Li%C3%A8ge,palace,palace,human-made,Palais des Princes-Evêques de Liège
6702e97b055fe0c3,https://upload.wikimedia.org/wikipedia/commons/f/f7/Georgetown_Lake%2C_Granite_County%2C_Montana_May_2017_26.jpg,116087,http://commons.wikimedia.org/wiki/Category:Georgetown_Lake_(Montana),reservoir,lake,natural,Georgetown Lake (Montana)
088a8e2a39e2a24c,https://upload.wikimedia.org/wikipedia/commons/2/20/Fortezza_lab.jpg,136898,http://commons.wikimedia.org/wiki/Category:Opificio_delle_pietre_dure,museum,museum,human-made,Opificio delle pietre dure
9aff3e7499b01c18,https://upload.wikimedia.org/wikipedia/commons/9/90/Across_Lake_Rotorua_near_Hamurana_Springs_%286941543134%29.jpg,10671,http://commons.wikimedia.org/wiki/Category:Lake_Rotorua,volcanic crater lake,lake,natural,Lake Rotorua
ea132673a4570a72,http://upload.wikimedia.org/wikipedia/commons/b/b4/Spalt_St._Emmeram_8359.JPG,159978,http://commons.wikimedia.org/wiki/Category:St._Emmeram_(Spalt),church building,church,human-made,St. Emmeram (Spalt)
571d66fa8bc2daf3,https://upload.wikimedia.org/wikipedia/commons/e/e6/Hidakokubunji02ds3872.jpg,22009,http://commons.wikimedia.org/wiki/Category:Hida-kokubunji,Buddhist temple,buddhist temple,human-made,Hida-kokubunji
5161c864f3551ca8,https://upload.wikimedia.org/wikipedia/commons/1/1f/Arquillos_de_la_Cripta_de_San_Antol%C3%ADn%2C_Catedral_de_Palencia.jpg,59318,"http://commons.wikimedia.org/wiki/Category:Crypt_of_San_Antol%C3%ADn,_Cathedral_of_Palencia",crypt,underground infrastructure,human-made,"Crypt of San Antolín, Cathedral of Palencia"
5cd29e029a35d254,https://upload.wikimedia.org/wikipedia/commons/1/16/Elversberg_Evangelische_Kirche_Portal.JPG,168709,http://commons.wikimedia.org/wiki/Category:Evangelische_Kirche_(Elversberg),church building,church,human-made,Evangelische Kirche (Elversberg)
2bc076520366a544,https://upload.wikimedia.org/wikipedia/commons/7/72/B%C3%B6ssow_Dorfkirche_Orgel_Schild_2505.JPG,37137,http://commons.wikimedia.org/wiki/Category:Church_in_B%C3%B6ssow,church building,church,human-made,Church in Bössow
a01b3822d0b87cf8,http://upload.wikimedia.org/wikipedia/commons/0/0e/Nordenskirker_Jungshoved%2838%29.jpg,110357,http://commons.wikimedia.org/wiki/Category:Jungshoved_Kirke,church building,church,human-made,Jungshoved Kirke
3f1b15b71534e78a,https://upload.wikimedia.org/wikipedia/commons/9/99/Jieyang_Gurong_Wumiao_2013.10.27_13-47-00.jpg,108232,http://commons.wikimedia.org/wiki/Category:Gurong_Wumiao,cultural heritage,,,Gurong Wumiao
9164a4aeb63e9752,http://upload.wikimedia.org/wikipedia/commons/f/fa/Pont_dels_Escalls_%285%29.JPG,30901,http://commons.wikimedia.org/wiki/Category:Pont_dels_Escalls,bridge,bridge,human-made,Pont dels Escalls
91ba8b4cc943ede6,http://upload.wikimedia.org/wikipedia/commons/9/9b/Bad_Gr%C3%B6nenbach_Hohes_Schloss5.JPG,793,http://commons.wikimedia.org/wiki/Category:Hohes_Schloss_(Bad_Gr%C3%B6nenbach),architectural structure,,,Hohes Schloss (Bad Grönenbach)
2a672406260924e1,https://upload.wikimedia.org/wikipedia/commons/9/9e/Christ_Church%2C_Cockfosters_-_geograph.org.uk_-_1069504.jpg,181829,http://commons.wikimedia.org/wiki/Category:Christ_Church_Cockfosters,church building,church,human-made,Christ Church Cockfosters
df709335ed9f97bb,https://upload.wikimedia.org/wikipedia/commons/0/07/Chiayi_Prison_20150307_04.JPG,147804,"http://commons.wikimedia.org/wiki/Category:Prison_Museum,_Taiwan",museum (2011),museum,human-made,"Prison Museum, Taiwan"
1f8bbcbf099c2379,https://upload.wikimedia.org/wikipedia/commons/d/d5/Telephone_Exchange%2C_Wilmslow_Road_-_geograph.org.uk_-_811874.jpg,55073,"http://commons.wikimedia.org/wiki/Category:Withington,_Manchester",human settlement,settlement,human-made,"Withington, Manchester"
59abeda2838bc83a,https://upload.wikimedia.org/wikipedia/commons/3/3c/KW_Kammerl-02.jpg,142957,http://commons.wikimedia.org/wiki/Category:Wasserkraftwerk_Kammerl,hydroelectric power station,,,Wasserkraftwerk Kammerl
1b3c8d4e14d79543,https://upload.wikimedia.org/wikipedia/commons/d/d8/Campagne_%2824%29_%C3%A9glise_plafond.JPG,92860,http://commons.wikimedia.org/wiki/Category:%C3%89glise_Saint-Jean-Baptiste_de_Campagne,church building,church,human-made,Église Saint-Jean-Baptiste de Campagne
2aa1061511b09641,https://upload.wikimedia.org/wikipedia/commons/3/35/Kelk_-_Millingen_aan_de_Rijn_-_20159493_-_RCE.jpg,70867,"http://commons.wikimedia.org/wiki/Category:Sint-Anthoniuskerk,_Millingen_aan_de_Rijn",church building,church,human-made,"Sint-Anthoniuskerk, Millingen aan de Rijn"
5f191d47ce817b25,http://upload.wikimedia.org/wikipedia/commons/4/41/Museum_Center_Thracian_Art_in_the_Eastern_Rhodopes_2011_PD_09.JPG,111155,http://commons.wikimedia.org/wiki/Category:Museum_Thracian_Art_in_the_Eastern_Rhodopes,tomb,cemetery,human-made,Museum Thracian Art in the Eastern Rhodopes
0394320523c56707,https://upload.wikimedia.org/wikipedia/commons/9/9e/Hoa_Lu_landscape.jpg,203092,http://commons.wikimedia.org/wiki/Category:Hoa_Lu,city,city,human-made,Hoa Lu
07b2822425ca8f33,http://upload.wikimedia.org/wikipedia/commons/2/22/Spalt%2C_St._Emmeran_Kirche%2C_013.jpg,159978,http://commons.wikimedia.org/wiki/Category:St._Emmeram_(Spalt),church building,church,human-made,St. Emmeram (Spalt)
f1572cc414b9d5b0,https://upload.wikimedia.org/wikipedia/commons/5/51/Seiryoji_temple_%288279749910%29.jpg,172113,http://commons.wikimedia.org/wiki/Category:Seiry%C5%8Dji,Buddhist temple,buddhist temple,human-made,Seiryōji
e48e0d7730e17818,https://upload.wikimedia.org/wikipedia/commons/b/bc/Castle_of_Milandes_01.jpg,88459,http://commons.wikimedia.org/wiki/Category:Ch%C3%A2teau_des_Milandes,castle,castle / fort,human-made,Château des Milandes
870f24824fafe386,https://upload.wikimedia.org/wikipedia/commons/4/4e/St_john_the_baptist_cardiff.jpg,120301,http://commons.wikimedia.org/wiki/Category:Saint_John_the_Baptist_church_(Cardiff),protestant church building,church,human-made,Saint John the Baptist church (Cardiff)
67c517c8c03a47ce,https://upload.wikimedia.org/wikipedia/commons/b/b7/Heiligenmedaillons_3.JPG,140484,http://commons.wikimedia.org/wiki/Category:Schloss_L%C3%B6wenstein,château,castle / fort,human-made,Schloss Löwenstein
610a00b9a1a3e31e,https://upload.wikimedia.org/wikipedia/commons/9/9c/Sanctuary_Wood_Cemetery_J3a.jpg,62347,http://commons.wikimedia.org/wiki/Category:Sanctuary_Wood_Cemetery,Commonwealth War Graves Commission maintained cemetery (World War I),cemetery,human-made,Sanctuary Wood Cemetery
4596f8d29e721a99,https://upload.wikimedia.org/wikipedia/commons/c/c7/Birgitzk%C3%B6pfl_Winter_2011_1.JPG,79172,http://commons.wikimedia.org/wiki/Category:Saile,mountain,mountain,natural,Saile
256d7a954ca9d0e4,https://upload.wikimedia.org/wikipedia/commons/3/37/%E5%8F%B0%E5%8D%97%E6%AD%A6%E5%BB%9F.jpg,187312,"http://commons.wikimedia.org/wiki/Category:Sacrificial_Rites_Martial_Temple,_Tainan",temples of Kwan Tai,,,"Sacrificial Rites Martial Temple, Tainan"
8fb705f06b807044,https://upload.wikimedia.org/wikipedia/commons/c/c8/Sagatoriimoto_Adashinocho%2C_Ukyo_Ward%2C_Kyoto%2C_Kyoto_Prefecture_616-8436%2C_Japan_-_panoramio_%286%29.jpg,36098,http://commons.wikimedia.org/wiki/Category:Adashino-nenbutsuji,Buddhist temple,buddhist temple,human-made,Adashino-nenbutsuji
f59f4d1c6e48c047,https://upload.wikimedia.org/wikipedia/commons/1/11/Khaptad_National_Parl.jpg,194098,http://commons.wikimedia.org/wiki/Category:Khaptad_National_Park,national park,parks,natural,Khaptad National Park
37095bcf539dc44c,https://upload.wikimedia.org/wikipedia/commons/5/51/Kosoj_Caponier_of_the_Kiev_fortress.jpg,139238,http://commons.wikimedia.org/wiki/Category:Oblique_caponier_Fortress,caponier,castle / fort,human-made,Oblique caponier Fortress
c9db8fe4d3f4a385,https://upload.wikimedia.org/wikipedia/commons/5/5e/South_east_slopes_of_A%27_Mhaighdean_-_geograph.org.uk_-_1540558.jpg,46155,http://commons.wikimedia.org/wiki/Category:A'_Mhaighdean,mountain,mountain,natural,A' Mhaighdean
dbc751f3ee217784,https://upload.wikimedia.org/wikipedia/commons/7/7e/Christ_Church%2C_Cockfosters_-_Churchyard_-_geograph.org.uk_-_1069516.jpg,181829,http://commons.wikimedia.org/wiki/Category:Christ_Church_Cockfosters,church building,church,human-made,Christ Church Cockfosters
f8af5219bb026f6d,https://upload.wikimedia.org/wikipedia/commons/d/d9/2012_MERCEDES_MARK_4_No._2984_%286784802894%29.jpg,52641,http://commons.wikimedia.org/wiki/Category:Sydney_Tramway_Museum,tramway museum,museum,human-made,Sydney Tramway Museum
0980ddf1ef202e85,https://upload.wikimedia.org/wikipedia/commons/b/b4/Cartuja_de_Jerez._Iglesia.jpg,110632,"http://commons.wikimedia.org/wiki/Category:Cartuja_of_Nuestra_Se%C3%B1ora_de_la_Defensi%C3%B3n,_Jerez_de_la_Frontera",Carthusian monastery (1476–1835),monastery,human-made,"Cartuja of Nuestra Señora de la Defensión, Jerez de la Frontera"
a6bd21bcd2585504,https://upload.wikimedia.org/wikipedia/commons/6/6a/Nast_Hyde_Halt_Remains.jpg,185275,http://commons.wikimedia.org/wiki/Category:Alban_Way,bike path,road,human-made,Alban Way
4d77d60c241efdec,https://upload.wikimedia.org/wikipedia/commons/3/33/Ping_Tung_Bus_NMMBA_stop_board_20130519.jpg,26287,http://commons.wikimedia.org/wiki/Category:National_Museum_of_Marine_Biology_and_Aquarium,public aquarium,zoo,human-made,National Museum of Marine Biology and Aquarium
04682986de96bd58,https://upload.wikimedia.org/wikipedia/commons/9/90/Weingarten_Kirchplatz_Klosterpforte_2008.jpg,23224,http://commons.wikimedia.org/wiki/Category:Kloster_Weingarten,abbey,church,human-made,Kloster Weingarten
d71410f955093993,https://upload.wikimedia.org/wikipedia/commons/9/9a/Minovici_Villa_Bucharest_garden_1.jpg,61048,http://commons.wikimedia.org/wiki/Category:Museum_of_Popular_Art_%22Nicolae_Minovici%22,museum,museum,human-made,"Museum of Popular Art ""Nicolae Minovici"""
996b96b9e744c0ae,https://upload.wikimedia.org/wikipedia/commons/0/0f/Manji-no_sekibutsu_%28stone_buddha%29_%2C_%E4%B8%87%E6%B2%BB%E3%81%AE%E7%9F%B3%E4%BB%8F_-_panoramio.jpg,185610,http://commons.wikimedia.org/wiki/Category:Manji-no-sekibutsu,stone Buddha statue,sculpture,human-made,Manji-no-sekibutsu
7b6b9c9c07971b74,https://upload.wikimedia.org/wikipedia/commons/8/8e/Abkhazia%2C_Georgia_%E2%80%94_Bichvinta_Cathedral.jpg,124841,http://commons.wikimedia.org/wiki/Category:Pitsunda_Cathedral,Eastern Orthodox cathedral,church,human-made,Pitsunda Cathedral
90997154c415b783,https://upload.wikimedia.org/wikipedia/commons/7/70/Fortaleza_de_Beliche_%28Portugal%29_%2831219484836%29.jpg,91254,http://commons.wikimedia.org/wiki/Category:Fortaleza_de_Belixe,fort,castle / fort,human-made,Fortaleza de Belixe
21e0931633b71719,https://upload.wikimedia.org/wikipedia/commons/3/3a/T%C3%B8mmerstupet_%28T%C3%B8mmerrenna%29.JPG,19143,http://commons.wikimedia.org/wiki/Category:Tusenfryd,amusement park,amusement park,human-made,Tusenfryd
e7fefe85d9487825,http://upload.wikimedia.org/wikipedia/commons/a/a5/Cauvigny_%2860%29%2C_%C3%A9glise_Saint-Martin%2C_nef%2C_vue_depuis_le_sud.JPG,130583,http://commons.wikimedia.org/wiki/Category:%C3%89glise_Saint-Martin_de_Cauvigny,church building,church,human-made,Église Saint-Martin de Cauvigny
d3aa857758a27dc0,https://upload.wikimedia.org/wikipedia/commons/0/0e/Kolakchal_peak.JPG,123740,http://commons.wikimedia.org/wiki/Category:Tochal,mountain,mountain,natural,Tochal
5a83a49c567515a8,http://upload.wikimedia.org/wikipedia/commons/a/aa/LauraPlantationSecondBuilding.jpg,186547,http://commons.wikimedia.org/wiki/Category:Laura_Plantation,plantation,agricultural land,natural,Laura Plantation
dc798f9e985f7dec,http://upload.wikimedia.org/wikipedia/commons/e/e4/Kraftwerk_Kammerl-bjs070626-07.jpg,142957,http://commons.wikimedia.org/wiki/Category:Wasserkraftwerk_Kammerl,hydroelectric power station,,,Wasserkraftwerk Kammerl
dd4a38a60553afae,http://upload.wikimedia.org/wikipedia/commons/6/60/Praha%2C_Jinonice%2C_Vidoule_IV.JPG,152140,http://commons.wikimedia.org/wiki/Category:Vidoule,natural monument in the Czech Republic,,,Vidoule
6d954e79432eb136,https://upload.wikimedia.org/wikipedia/commons/3/3b/Urftstausee_%2810%29.JPG,43613,http://commons.wikimedia.org/wiki/Category:Urft,river,river,natural,Urft
1099d2ff6035e541,https://upload.wikimedia.org/wikipedia/commons/3/37/Kobylisk%C3%A1_st%C5%99elnice%2C_cesta_uvnit%C5%99_st%C5%99elnice_%281%29.jpg,148334,http://commons.wikimedia.org/wiki/Category:Kobylisy_Shooting_Range,shooting range,,,Kobylisy Shooting Range
5e92b0456d63dfd1,https://upload.wikimedia.org/wikipedia/commons/3/30/Elversberg_Evangelische_Kirche_Innen_Empore_01.JPG,168709,http://commons.wikimedia.org/wiki/Category:Evangelische_Kirche_(Elversberg),church building,church,human-made,Evangelische Kirche (Elversberg)
ef5b44e76e76618f,https://upload.wikimedia.org/wikipedia/commons/a/ab/Hamburg%2C_Mineralogisches_Museum_Hamburg_NIK_2558.JPG,136960,http://commons.wikimedia.org/wiki/Category:Mineralogisches_Museum_Hamburg,museum,museum,human-made,Mineralogisches Museum Hamburg
20447f4dcd3778b5,https://upload.wikimedia.org/wikipedia/commons/4/47/2013-04-04_Fribourg_0549.JPG,28772,http://commons.wikimedia.org/wiki/Category:Pont_de_Zaehringen,road bridge,bridge,human-made,Pont de Zaehringen
c05af554339d46fb,https://upload.wikimedia.org/wikipedia/commons/d/d7/The_Old_Chiayi_Prison%2C_Chiayi_City_%28Taiwan%29.jpg,147804,"http://commons.wikimedia.org/wiki/Category:Prison_Museum,_Taiwan",museum (2011),museum,human-made,"Prison Museum, Taiwan"
63acdfc995df806c,http://upload.wikimedia.org/wikipedia/commons/e/e2/Monte_Morello_Seconda_Punta.jpg,29613,http://commons.wikimedia.org/wiki/Category:Monte_Morello,mountain,mountain,natural,Monte Morello
772af9ac46141fa7,https://upload.wikimedia.org/wikipedia/commons/1/18/%E0%B8%A8%E0%B8%B2%E0%B8%A5%E0%B8%AB%E0%B8%A5%E0%B8%B1%E0%B8%81%E0%B9%80%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%87_%E0%B9%80%E0%B8%82%E0%B8%95%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%99%E0%B8%84%E0%B8%A3_%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E%E0%B8%A1%E0%B8%AB%E0%B8%B2%E0%B8%99%E0%B8%84%E0%B8%A3_%2816%29.jpg,54109,http://commons.wikimedia.org/wiki/Category:Bangkok_City_Pillar_Shrine,Lak Mueang,,,Bangkok City Pillar Shrine
2d4360eebbf321f2,http://upload.wikimedia.org/wikipedia/commons/3/34/Exterieur_NOORDGEVEL_-_Roden_-_20268199_-_RCE.jpg,127951,"http://commons.wikimedia.org/wiki/Category:Catharinakerk,_Roden",church building,church,human-made,"Catharinakerk, Roden"
329868fd6387aa8a,https://upload.wikimedia.org/wikipedia/commons/5/50/Kemmelberg_H%C3%B4tel_%C3%A0_insectes.jpg,5358,http://commons.wikimedia.org/wiki/Category:Kemmelberg,hill,mountain,natural,Kemmelberg
c47e40ec75df7de7,https://upload.wikimedia.org/wikipedia/commons/8/81/MetroManilajf1121_18.JPG,161135,http://commons.wikimedia.org/wiki/Category:Circumferential_Road_5,road,road,human-made,Circumferential Road 5
235c35fcaafa6e7a,https://upload.wikimedia.org/wikipedia/commons/b/bf/In_the_Giant_Cedars_area%E2%80%A6devils_club_%288002186138%29.jpg,9354,http://commons.wikimedia.org/wiki/Category:Rogers_Pass,rail mountain pass,mountain,natural,Rogers Pass
8eabde6cc79e3ffe,http://upload.wikimedia.org/wikipedia/commons/4/44/Mad_As_Hell_Doctors_02.jpg,17684,http://commons.wikimedia.org/wiki/Category:Langston_Hughes_Performing_Arts_Center,theatre,theatre,human-made,Langston Hughes Performing Arts Center
05138532bbb5e831,https://upload.wikimedia.org/wikipedia/commons/0/08/%CE%9C%CE%B5%CE%BB%CE%B1%CE%B3%CF%87%CE%BF%CE%BB%CE%AF%CE%B1_%CF%84%CE%BF%CF%85_%CE%B4%CE%B5%CE%B9%CE%BB%CE%B9%CE%BD%CE%BF%CF%8D_%CF%83%CF%84%CE%B7_%CE%92%CE%B9%CF%83%CF%84%CF%89%CE%BD%CE%AF%CE%B4%CE%B1%21.jpg,125186,http://commons.wikimedia.org/wiki/Category:Vistonida_Lake,lake,lake,natural,Vistonida Lake
5d2bfb7d7946f898,https://upload.wikimedia.org/wikipedia/commons/d/df/Jinonice_Vidoule_cesta.jpg,152140,http://commons.wikimedia.org/wiki/Category:Vidoule,natural monument in the Czech Republic,,,Vidoule
03961a346547b166,https://upload.wikimedia.org/wikipedia/commons/1/1f/Frauenkirche_-_Beilngries_10.JPG,34784,http://commons.wikimedia.org/wiki/Category:Frauenkirche_(Beilngries),church building,church,human-made,Frauenkirche (Beilngries)
bd291e7082a2bbfe,https://upload.wikimedia.org/wikipedia/commons/e/e9/Ame05198_06.jpg,18343,http://commons.wikimedia.org/wiki/Category:Ambler's_Texaco_Gas_Station,gas station,,,Ambler's Texaco Gas Station
e4cd3c4537e749cf,https://upload.wikimedia.org/wikipedia/commons/b/b5/Onuma_Park_Nanae_Hokkaido_Japan04s3.jpg,53417,"http://commons.wikimedia.org/wiki/Category:Onuma_(Nanae,_Hokkaido)",lake,lake,natural,"Onuma (Nanae, Hokkaido)"
dc35ff69848561ae,https://upload.wikimedia.org/wikipedia/commons/d/de/Glasfenster_in_der_reformierten_Kirche_Scuol_1.jpg,31951,http://commons.wikimedia.org/wiki/Category:Reformierte_Kirche_Scuol,church building,church,human-made,Reformierte Kirche Scuol
6df312fbd481ed72,http://upload.wikimedia.org/wikipedia/commons/0/01/Rathaus_Duderstadt_Treppengang.JPG,136293,http://commons.wikimedia.org/wiki/Category:Rathaus_Duderstadt,city hall,government building,human-made,Rathaus Duderstadt
ff21470997f6ebc6,http://upload.wikimedia.org/wikipedia/commons/b/bd/Burgstall_Bildhausen-9421.jpg,63257,http://commons.wikimedia.org/wiki/Category:Maria_Bildhausen,Ortsteil,city,human-made,Maria Bildhausen
aaf6476103b55371,https://upload.wikimedia.org/wikipedia/commons/9/96/Urban-Loritz-Platz_-_Live-Performance_von_Perfekt_World_-_Schuh.jpg,47144,"http://commons.wikimedia.org/wiki/Category:Urban-Loritz-Platz,_Vienna",square,square,human-made,"Urban-Loritz-Platz, Vienna"
93e74ef4304734fd,https://upload.wikimedia.org/wikipedia/commons/e/ed/Marazion_panorama_-_geograph.org.uk_-_384032.jpg,193904,http://commons.wikimedia.org/wiki/Category:Mount's_Bay,bay,ocean area ,natural,Mount's Bay
ef238fd849fc74d1,https://upload.wikimedia.org/wikipedia/commons/a/a6/The_KC_Stadium%2C_Hull_-_geograph.org.uk_-_897474.jpg,69043,http://commons.wikimedia.org/wiki/Category:KC_Stadium,association football venue,sports venue,human-made,KC Stadium
d928103201beaa0b,https://upload.wikimedia.org/wikipedia/commons/3/37/La_Oliva_El_Cotillo_-_Calle_Pinito_de_Oro_-_horno_1%2Bcastillo_01_ies.jpg,79211,http://commons.wikimedia.org/wiki/Category:Castillo_de_El_Tost%C3%B3n,monument,,,Castillo de El Tostón
c712e36127e02fb8,https://upload.wikimedia.org/wikipedia/commons/9/9c/%D0%A5%D1%80%D0%B0%D0%BC_%D0%A3%D1%81%D0%B5%D0%BA%D0%BD%D0%BE%D0%B2%D0%B5%D0%BD%D0%B8%D1%8F_%D0%93%D0%BB%D0%B0%D0%B2%D1%8B_%D0%98%D0%BE%D0%B0%D0%BD%D0%BD%D0%B0_%D0%9F%D1%80%D0%B5%D0%B4%D1%82%D0%B5%D1%87%D0%B8_%D0%BF%D0%BE%D0%B4_%D0%91%D0%BE%D1%80%D0%BE%D0%BC.jpg,133566,http://commons.wikimedia.org/wiki/Category:Church_of_Saint_John_the_Baptist_pod_Borom,Eastern Orthodox church,church,human-made,Church of Saint John the Baptist pod Borom
db6442b4a2d5bb29,https://upload.wikimedia.org/wikipedia/commons/0/00/Front_part_of_Synagogue_II.jpg,41581,http://commons.wikimedia.org/wiki/Category:Synagogue_of_Trieste,synagogue,synagogue,human-made,Synagogue of Trieste
